id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,priceClass
5563,561,306,11,11,1,86,1,119,Medium
5564,714,442,8,9,2,87,2,85,Medium
5565,833,408,5,18,2,95,2,119,Medium
5566,680,391,6,6,2,90,2,102,Medium
5567,765,476,5,13,2,83,2,85,Medium
5568,731,476,5,5,2,89,2,85,Medium
5569,748,476,3,7,1,81,2,85,Medium
5570,629,357,15,29,5,82,2,119,Medium
5571,527,289,18,26,1,87,1,85,Medium
5572,731,459,13,13,2,89,2,85,Medium
5573,1343,1292,16,20,1,35,3,17,Medium
5574,765,476,17,24,1,84,2,85,Medium
5575,527,323,19,29,1,90,1,85,Medium
5576,612,340,4,19,1,77,1,102,Medium
5577,646,323,19,21,1,72,1,136,Medium
5578,1105,1105,13,17,6,2049,1,17,Medium
5579,527,357,4,29,1,88,1,85,Medium
5580,578,306,5,15,2,93,1,119,Medium
5581,748,289,3,6,1,39,1,170,Medium
5582,646,391,12,21,1,78,2,102,Medium
5583,782,510,3,3,1,84,2,153,Medium
5584,578,374,3,18,2,81,2,102,Medium
5585,510,306,10,11,2,88,1,85,Medium
5586,748,510,22,22,5,88,2,85,Medium
5587,918,544,5,14,1,67,2,153,Medium
5588,884,884,4,10,1,45,2,153,Medium
5589,765,510,6,30,1,89,2,85,Medium
5590,561,289,21,22,2,91,1,102,Medium
5591,595,323,3,9,1,77,1,119,Medium
5592,646,374,3,14,1,82,2,119,Medium
5593,1343,765,2,4,1,39,3,204,Medium
5594,1360,697,16,17,1,37,3,221,Medium
5595,595,340,11,14,1,85,1,170,Medium
5596,561,289,16,17,5,85,1,170,Medium
5597,765,459,13,22,1,80,2,102,Medium
5598,680,680,11,18,1,36,1,17,Medium
5599,884,340,23,30,1,35,1,221,Medium
5600,646,323,18,22,1,47,1,119,Medium
5601,1054,1054,2,19,4,35,2,170,Medium
5602,442,221,8,13,2,82,1,102,Medium
5603,884,884,1,9,1,35,2,17,Medium
5604,663,340,10,12,1,46,1,170,Medium
5605,578,323,5,14,5,75,1,153,Medium
5606,646,323,19,27,5,77,1,153,Medium
5607,714,714,18,20,1,2049,1,17,Medium
5608,799,306,12,16,1,35,1,0,Medium
5609,646,323,3,12,1,68,1,170,Medium
5610,765,459,1,23,1,76,2,102,Medium
5611,629,323,15,17,1,44,1,119,Medium
5612,612,238,2,7,1,44,1,153,Medium
5613,663,323,4,22,1,67,1,136,Medium
5614,697,425,28,28,2,88,2,85,Medium
5615,1003,1003,5,13,1,37,2,170,Medium
5616,1071,1071,20,22,1,2050,2,17,Medium
5617,884,527,3,7,1,60,2,136,Medium
5618,1326,1258,5,17,1,35,3,17,Medium
5619,731,493,11,29,2,81,2,68,Medium
5620,527,289,5,5,1,85,1,85,Medium
5621,1003,510,8,11,5,52,2,170,Medium
5622,663,340,8,11,1,67,1,136,Medium
5623,663,323,2,10,1,60,1,136,Medium
5624,918,544,12,20,1,67,2,153,Medium
5625,578,323,20,22,1,76,1,102,Medium
5626,2720,2720,4,7,2,2050,3,0,Medium
5627,782,782,6,20,1,2050,1,0,Medium
5628,612,306,15,26,1,76,1,102,Medium
5629,493,289,3,30,2,82,1,85,Medium
5630,544,306,6,18,1,72,1,102,Medium
5631,731,459,2,3,2,82,2,85,Medium
5632,595,340,16,17,2,91,1,119,Medium
5633,748,459,5,9,2,89,2,85,Medium
5634,901,476,11,17,5,53,2,187,Medium
5635,935,612,10,21,1,84,3,102,Medium
5636,901,544,9,14,1,66,2,153,Medium
5637,714,442,2,6,1,87,2,85,Medium
5638,748,459,21,22,1,77,2,102,Medium
5639,782,459,6,29,1,83,2,85,Medium
5640,1003,748,5,11,1,81,3,102,Medium
5641,714,340,6,21,1,73,1,136,Medium
5642,799,306,5,6,1,35,1,0,Medium
5643,646,323,5,26,1,60,1,136,Medium
5644,510,510,19,19,6,35,1,17,Medium
5645,1275,680,9,29,1,48,3,170,Medium
5646,544,306,1,6,1,71,1,102,Medium
5647,731,459,16,17,1,74,2,85,Medium
5648,867,510,3,15,1,78,2,119,Medium
5649,816,561,19,22,1,76,2,119,Medium
5650,646,340,6,14,1,74,1,136,Medium
5651,1394,1394,2,9,6,35,3,255,Medium
5652,918,612,1,4,2,89,3,85,Medium
5653,918,527,3,3,1,70,2,153,Medium
5654,544,272,19,21,1,76,1,119,Medium
5655,510,323,10,29,5,87,1,85,Medium
5656,1258,1258,21,28,1,36,3,17,Medium
5657,646,323,21,21,1,54,1,170,Medium
5658,1309,646,2,3,2,46,2,68,Medium
5659,629,629,3,4,1,2050,1,0,Medium
5660,765,510,29,29,5,87,2,85,Medium
5661,799,527,4,5,1,81,2,153,Medium
5662,646,323,27,30,1,74,1,170,Medium
5663,1785,867,5,17,6,38,3,221,Medium
5664,850,850,13,13,1,36,1,17,Medium
5665,680,289,6,24,1,46,1,136,Medium
5666,595,238,20,26,1,54,1,170,Medium
5667,697,306,8,9,1,48,1,136,Medium
5668,646,340,1,3,1,71,1,136,Medium
5669,527,527,5,28,2,35,1,17,Medium
5670,748,493,3,7,1,74,2,102,Medium
5671,646,340,2,22,1,68,1,136,Medium
5672,1547,1479,6,8,1,2050,3,204,Medium
5673,646,340,11,26,1,67,1,136,Medium
5674,612,340,23,26,1,75,1,102,Medium
5675,527,289,3,11,2,88,1,85,Medium
5676,442,204,1,3,1,77,1,119,Medium
5677,595,323,27,29,1,77,1,119,Medium
5678,714,340,10,27,4,2049,1,136,Medium
5679,816,442,9,16,2,64,2,136,Medium
5680,969,680,4,6,2,87,3,85,Medium
5681,1054,680,14,18,1,54,2,136,Medium
5682,527,289,4,10,5,91,1,102,Medium
5683,1071,0,15,21,1,2050,2,0,Medium
5684,544,272,2,9,2,90,1,102,Medium
5685,748,459,18,18,1,76,2,102,Medium
5686,697,425,19,27,2,88,2,85,Medium
5687,17,17,2,3,1,2049,1,17,Medium
5688,765,510,1,4,1,85,2,102,Medium
5689,1003,714,5,6,1,76,3,85,Medium
5690,595,357,13,28,1,81,1,102,Medium
5691,1020,561,1,5,1,37,2,204,Medium
5692,578,323,9,9,5,78,2,102,Medium
5693,646,323,21,25,1,44,1,119,Medium
5694,629,629,6,30,1,36,1,17,Medium
5695,1020,731,1,6,1,78,3,102,Medium
5696,612,357,5,12,1,80,1,102,Medium
5697,1105,765,4,4,1,77,3,85,Medium
5698,697,442,5,24,2,85,2,85,Medium
5699,578,289,2,18,5,81,1,170,Medium
5700,527,340,4,27,1,88,1,85,Medium
5701,510,323,4,18,2,71,1,85,Medium
5702,1037,17,5,5,1,36,2,17,Medium
5703,765,510,2,13,2,91,2,85,Medium
5704,799,510,2,9,1,78,2,102,Medium
5705,1071,714,2,6,5,78,3,153,Medium
5706,697,340,15,17,1,75,1,136,Medium
5707,595,323,10,11,1,83,1,153,Medium
5708,867,493,15,16,1,73,2,136,Medium
5709,544,357,13,13,5,85,1,85,Medium
5710,578,323,3,5,1,71,1,153,Medium
5711,748,476,15,26,1,74,2,85,Medium
5712,714,476,2,21,5,85,2,85,Medium
5713,646,340,13,27,1,69,1,136,Medium
5714,578,289,13,29,5,85,1,153,Medium
5715,1088,1020,7,16,1,36,2,17,Medium
5716,1326,850,20,22,2,35,3,170,Medium
5717,1258,1258,20,22,4,35,2,0,Medium
5718,1088,1088,3,25,4,36,2,0,Medium
5719,1088,1088,6,29,4,2050,2,0,Medium
5720,544,289,14,22,5,85,1,85,Medium
5721,969,527,28,29,1,38,2,221,Medium
5722,476,238,14,16,1,84,1,85,Medium
5723,595,289,17,17,2,83,1,136,Medium
5724,765,510,14,25,5,87,2,85,Medium
5725,561,306,3,6,1,82,1,102,Medium
5726,595,391,1,10,5,86,1,85,Medium
5727,527,357,9,12,1,87,1,85,Medium
5728,1054,986,10,11,1,36,2,17,Medium
5729,697,357,10,15,1,59,1,136,Medium
5730,765,510,4,4,1,87,2,85,Medium
5731,680,646,17,25,1,36,1,17,Medium
5732,612,323,6,10,5,66,1,153,Medium
5733,867,391,9,18,1,44,1,187,Medium
5734,833,527,9,18,1,84,2,153,Medium
5735,748,459,2,24,2,80,2,85,Medium
5736,748,340,19,22,6,48,1,170,Medium
5737,1207,1207,6,18,1,35,3,17,Medium
5738,663,357,17,17,1,66,1,136,Medium
5739,544,306,6,12,1,75,1,85,Medium
5740,646,306,8,8,2,75,1,136,Medium
5741,663,340,12,13,1,71,1,119,Medium
5742,833,612,10,22,2,87,2,102,Medium
5743,765,476,4,4,5,84,2,85,Medium
5744,646,323,5,8,5,79,1,153,Medium
5745,731,459,3,9,1,81,2,85,Medium
5746,680,680,2,26,1,36,1,17,Medium
5747,986,986,21,22,1,2049,1,17,Medium
5748,748,459,6,6,1,74,2,85,Medium
5749,731,493,7,21,2,86,2,85,Medium
5750,867,561,4,17,6,35,2,170,Medium
5751,1139,1139,1,4,1,2049,2,17,Medium
5752,1122,1054,7,20,1,36,2,1122,Medium
5753,595,340,4,13,1,47,1,153,Medium
5754,629,323,26,28,1,69,1,136,Medium
5755,544,306,1,9,1,72,1,102,Medium
5756,646,323,7,27,5,72,1,153,Medium
5757,799,510,4,6,1,80,2,85,Medium
5758,646,323,2,10,1,47,1,119,Medium
5759,731,459,17,30,1,79,2,102,Medium
5760,629,374,13,15,5,85,2,119,Medium
5761,646,629,12,20,1,34,1,17,Medium
5762,901,544,19,26,1,72,2,136,Medium
5763,680,425,5,9,2,88,2,85,Medium
5764,697,459,14,15,2,88,2,85,Medium
5765,867,510,10,24,1,55,2,136,Medium
5766,986,765,6,7,1,82,3,85,Medium
5767,833,833,4,5,1,36,1,17,Medium
5768,1343,1275,8,25,1,36,3,17,Medium
5769,646,323,3,4,1,67,1,136,Medium
5770,544,340,8,15,1,87,1,85,Medium
5771,595,323,7,11,1,81,1,153,Medium
5772,1241,714,1,3,1,63,3,170,Medium
5773,1088,1088,6,6,4,36,2,0,Medium
5774,765,510,13,13,1,90,2,85,Medium
5775,663,323,18,18,5,76,1,153,Medium
5776,748,680,5,15,4,44,1,680,Medium
5777,833,833,7,13,4,36,1,170,Medium
5778,663,374,3,4,5,81,2,119,Medium
5779,561,289,13,13,2,98,1,119,Medium
5780,1428,765,9,17,1,39,3,153,Medium
5781,918,544,13,13,1,62,2,153,Medium
5782,731,340,1,20,1,75,1,136,Medium
5783,646,323,5,6,1,45,1,119,Medium
5784,629,323,5,21,1,71,1,136,Medium
5785,527,357,1,8,1,85,1,85,Medium
5786,1394,1394,4,13,1,2050,2,0,Medium
5787,1241,765,13,18,1,69,3,170,Medium
5788,561,289,5,9,1,79,1,170,Medium
5789,510,323,4,4,1,88,1,85,Medium
5790,1088,561,13,21,1,37,2,204,Medium
5791,1037,748,1,5,1,81,3,102,Medium
5792,935,629,17,18,1,84,3,85,Medium
5793,765,765,13,17,1,34,1,17,Medium
5794,629,646,3,11,1,34,1,17,Medium
5795,544,340,4,27,1,88,1,85,Medium
5796,850,850,8,9,6,35,1,204,Medium
5797,527,306,7,10,5,87,1,102,Medium
5798,1020,1020,2,26,1,34,2,170,Medium
5799,476,255,6,13,2,121,2,51,Medium
5800,578,221,7,24,1,80,1,136,Medium
5801,697,340,23,24,1,48,1,136,Medium
5802,816,493,7,28,1,73,2,17,Medium
5803,595,238,4,6,1,52,1,153,Medium
5804,782,527,7,16,5,82,2,136,Medium
5805,578,323,6,21,1,75,1,153,Medium
5806,646,306,2,20,1,40,1,153,Medium
5807,1054,1054,4,17,2,35,2,17,Medium
5808,578,323,6,11,1,73,1,153,Medium
5809,646,323,2,11,5,78,1,153,Medium
5810,748,493,4,7,2,88,2,85,Medium
5811,799,527,5,10,1,81,2,136,Medium
5812,714,306,14,18,1,35,1,102,Medium
5813,867,17,6,12,1,2049,1,17,Medium
5814,646,323,2,28,1,51,1,136,Medium
5815,629,323,16,16,1,51,1,119,Medium
5816,544,289,13,16,1,73,1,102,Medium
5817,544,544,6,30,1,78,1,17,Medium
5818,612,340,6,8,5,81,1,153,Medium
5819,629,323,24,25,1,66,1,153,Medium
5820,663,374,2,17,1,77,2,85,Medium
5821,765,476,17,25,2,79,2,85,Medium
5822,17,17,4,27,1,36,1,17,Medium
5823,663,323,1,8,1,43,1,119,Medium
5824,629,306,3,19,1,56,1,136,Medium
5825,765,459,15,16,1,72,2,85,Medium
5826,1088,1088,6,7,6,34,2,0,Medium
5827,799,306,5,9,4,36,1,17,Medium
5828,595,357,20,24,1,73,1,85,Medium
5829,714,459,2,6,1,80,2,85,Medium
5830,765,459,10,19,1,84,2,68,Medium
5831,765,459,5,9,1,79,2,102,Medium
5832,612,340,6,21,5,82,1,153,Medium
5833,782,782,19,21,5,84,2,153,Medium
5834,833,833,5,14,1,36,1,0,Medium
5835,10829,10829,6,23,4,34,2,170,Medium
5836,816,816,14,23,4,33,1,153,Medium
5837,697,357,9,15,1,55,1,136,Medium
5838,561,306,2,3,1,80,1,119,Medium
5839,935,17,8,30,1,34,2,17,Medium
5840,1513,1513,14,18,1,36,3,221,Medium
5841,833,527,4,6,4,37,3,136,Medium
5842,697,357,9,15,1,70,1,136,Medium
5843,1173,799,9,14,1,76,3,119,Medium
5844,578,238,6,15,1,55,1,170,Medium
5845,816,544,18,19,1,77,2,85,Medium
5846,748,289,13,30,1,37,1,170,Medium
5847,782,476,4,6,1,75,2,102,Medium
5848,510,340,8,30,2,85,1,85,Medium
5849,578,289,3,9,5,87,1,102,Medium
5850,782,476,7,7,1,69,2,102,Medium
5851,629,323,25,27,5,67,1,153,Medium
5852,765,476,6,6,1,77,2,85,Medium
5853,646,391,23,30,1,80,2,102,Medium
5854,901,544,23,30,1,83,2,119,Medium
5855,765,459,7,9,1,78,2,102,Medium
5856,884,510,3,4,1,67,2,136,Medium
5857,510,272,8,10,2,88,1,102,Medium
5858,595,238,3,25,1,48,1,238,Medium
5859,595,323,5,6,1,80,1,153,Medium
5860,799,510,19,28,1,71,2,102,Medium
5861,867,867,2,13,1,36,2,0,Medium
5862,612,306,3,14,1,54,1,153,Medium
5863,544,340,3,3,5,81,1,85,Medium
5864,510,306,3,3,2,88,1,85,Medium
5865,663,340,21,22,1,46,1,170,Medium
5866,918,544,7,15,1,63,2,153,Medium
5867,612,306,17,19,2,82,1,153,Medium
5868,544,323,3,18,5,87,1,85,Medium
5869,646,323,3,26,5,62,1,153,Medium
5870,731,442,4,7,5,92,2,102,Medium
5871,663,646,2,6,1,36,1,17,Medium
5872,765,493,6,15,1,78,2,102,Medium
5873,510,510,2,10,4,35,1,170,Medium
5874,1088,748,3,4,1,77,3,153,Medium
5875,765,459,2,20,1,80,2,85,Medium
5876,1326,1258,3,13,1,35,3,17,Medium
5877,714,340,5,7,6,43,1,187,Medium
5878,731,459,13,25,1,80,2,85,Medium
5879,782,476,11,18,1,77,2,102,Medium
5880,595,595,17,26,5,84,1,153,Medium
5881,1207,17,20,22,1,2049,2,17,Medium
5882,612,323,3,8,1,67,1,153,Medium
5883,544,340,3,23,1,86,1,85,Medium
5884,935,510,3,26,1,48,2,187,Medium
5885,476,255,5,5,2,84,1,85,Medium
5886,1071,646,1,4,1,76,3,136,Medium
5887,1904,1700,24,29,5,2049,1,17,Medium
5888,646,323,3,19,1,64,1,136,Medium
5889,629,374,3,15,2,89,2,85,Medium
5890,544,357,21,21,5,87,1,85,Medium
5891,918,459,4,8,1,61,2,136,Medium
5892,1037,986,5,28,1,35,2,17,Medium
5893,646,323,2,17,5,73,1,170,Medium
5894,1513,1513,4,4,2,2050,3,204,Medium
5895,799,510,1,4,1,79,2,102,Medium
5896,697,306,2,6,1,46,1,170,Medium
5897,544,272,10,29,1,76,1,119,Medium
5898,884,578,12,28,1,81,3,102,Medium
5899,476,289,4,5,2,86,1,85,Medium
5900,765,476,11,23,5,82,2,85,Medium
5901,748,493,12,28,2,87,2,85,Medium
5902,748,527,12,30,5,88,2,85,Medium
5903,731,731,10,21,1,34,1,17,Medium
5904,697,442,3,23,1,84,2,85,Medium
5905,901,510,19,25,1,67,2,136,Medium
5906,714,493,2,25,2,89,2,102,Medium
5907,816,816,6,9,4,34,1,170,Medium
5908,510,289,6,7,2,87,1,85,Medium
5909,765,476,8,11,1,80,2,102,Medium
5910,748,476,15,21,1,70,2,102,Medium
5911,1020,578,4,5,4,41,2,170,Medium
5912,510,289,3,5,2,83,1,85,Medium
5913,1088,510,1,4,6,35,2,204,Medium
5914,561,306,1,9,2,90,1,136,Medium
5915,1071,1071,3,12,1,2050,2,17,Medium
5916,867,510,10,26,1,67,2,136,Medium
5917,527,289,1,13,1,82,1,85,Medium
5918,748,476,7,16,2,87,2,85,Medium
5919,646,340,3,7,1,74,1,136,Medium
5920,748,510,24,24,5,88,2,85,Medium
5921,714,459,9,20,1,76,2,102,Medium
5922,969,595,10,19,2,92,2,136,Medium
5923,765,459,17,24,1,80,2,85,Medium
5924,646,289,3,14,2,75,1,136,Medium
5925,527,357,1,4,1,88,1,85,Medium
5926,782,510,4,7,1,88,2,85,Medium
5927,646,323,21,29,1,50,1,119,Medium
5928,782,459,3,6,1,76,2,102,Medium
5929,816,527,2,14,5,74,2,153,Medium
5930,748,493,11,14,2,86,2,85,Medium
5931,646,340,25,25,1,64,1,136,Medium
5932,663,425,6,12,2,91,2,85,Medium
5933,663,306,14,14,2,74,1,136,Medium
5934,544,306,20,27,1,78,1,102,Medium
5935,1292,850,7,20,2,36,3,170,Medium
5936,612,323,12,17,1,70,1,136,Medium
5937,1428,1428,14,18,2,2050,0,0,Medium
5938,714,340,1,13,1,56,1,136,Medium
5939,765,493,18,25,1,83,2,85,Medium
5940,663,323,11,27,1,54,1,136,Medium
5941,714,442,2,12,5,88,2,85,Medium
5942,1309,1309,7,28,1,35,2,17,Medium
5943,646,323,8,12,1,71,1,136,Medium
5944,680,476,8,30,2,88,2,85,Medium
5945,629,323,3,6,1,70,1,136,Medium
5946,1054,1054,11,22,6,34,2,17,Medium
5947,1003,731,8,8,5,89,3,85,Medium
5948,663,289,19,21,1,42,1,136,Medium
5949,731,493,24,29,2,88,2,748,Medium
5950,544,340,16,28,1,85,1,85,Medium
5951,765,459,1,11,1,78,2,102,Medium
5952,595,323,8,27,5,77,1,153,Medium
5953,1173,748,1,10,1,73,3,136,Medium
5954,646,323,15,15,1,52,1,136,Medium
5955,867,153,4,27,4,40,1,340,Medium
5956,1309,17,1,7,1,34,3,17,Medium
5957,646,646,1,4,1,2050,1,0,Medium
5958,1309,0,3,14,1,2050,3,0,Medium
5959,1037,986,10,18,1,36,2,17,Medium
5960,748,459,1,24,1,80,2,85,Medium
5961,629,289,3,25,1,74,1,136,Medium
5962,697,425,1,20,2,89,2,85,Medium
5963,850,510,1,6,1,38,3,153,Medium
5964,1037,1037,9,12,1,2050,2,0,Medium
5965,867,527,9,18,5,77,2,153,Medium
5966,578,323,18,19,1,77,1,136,Medium
5967,646,646,14,15,1,35,1,17,Medium
5968,629,391,24,26,2,84,2,102,Medium
5969,612,306,8,16,5,65,1,153,Medium
5970,1071,986,27,28,1,36,2,17,Medium
5971,595,238,2,28,1,63,1,153,Medium
5972,663,323,1,25,5,73,1,153,Medium
5973,748,510,4,7,5,89,2,85,Medium
5974,765,476,2,3,1,72,2,102,Medium
5975,680,340,4,30,1,64,1,136,Medium
5976,646,323,5,30,1,56,1,136,Medium
5977,1003,714,6,16,1,86,3,85,Medium
5978,765,510,21,21,1,77,2,102,Medium
5979,340,204,16,25,2,80,1,51,Medium
5980,680,374,1,29,5,76,2,85,Medium
5981,493,255,4,4,1,83,1,85,Medium
5982,629,323,9,16,1,56,1,136,Medium
5983,629,323,4,18,1,63,1,136,Medium
5984,646,323,4,8,1,49,1,119,Medium
5985,578,323,9,25,5,57,1,153,Medium
5986,782,527,17,24,1,86,2,85,Medium
5987,901,510,25,30,1,61,2,136,Medium
5988,748,459,4,12,1,72,2,102,Medium
5989,663,391,3,12,5,80,2,102,Medium
5990,663,391,9,23,5,76,2,102,Medium
5991,884,510,1,5,1,63,2,136,Medium
5992,986,680,19,27,1,84,3,102,Medium
5993,1088,1020,11,20,1,36,2,17,Medium
5994,918,544,25,25,1,55,2,153,Medium
5995,918,544,3,3,1,73,2,153,Medium
5996,1054,1054,16,18,1,35,2,170,Medium
5997,680,680,7,22,1,2050,1,0,Medium
5998,697,306,6,13,1,46,1,136,Medium
5999,1428,1428,19,30,1,34,3,17,Medium
6000,663,442,21,23,2,82,2,85,Medium
6001,663,289,8,10,1,44,1,136,Medium
6002,629,323,5,5,5,46,1,119,Medium
6003,901,510,1,4,1,67,2,136,Medium
6004,646,391,25,27,2,82,2,85,Medium
6005,731,493,13,29,1,90,2,85,Medium
6006,629,374,13,17,1,84,2,119,Medium
6007,1190,1190,28,29,1,36,3,17,Medium
6008,680,680,10,17,1,34,1,17,Medium
6009,1326,697,6,11,1,36,3,17,Medium
6010,1020,17,3,22,1,2049,2,17,Medium
6011,1190,595,14,19,6,46,2,204,Medium
6012,765,510,10,19,1,88,2,85,Medium
6013,697,425,3,28,5,86,2,85,Medium
6014,867,493,14,28,1,51,2,136,Medium
6015,1054,1054,6,6,1,2050,2,0,Medium
6016,1173,1173,5,21,4,2050,2,17,Medium
6017,1105,493,6,15,2,35,2,17,Medium
6018,646,374,2,18,5,85,2,136,Medium
6019,867,17,15,27,1,2049,1,17,Medium
6020,527,255,3,5,2,123,1,119,Medium
6021,544,272,5,21,1,77,1,119,Medium
6022,714,510,4,29,2,83,2,85,Medium
6023,629,323,2,19,5,72,1,153,Medium
6024,714,17,5,11,1,36,1,17,Medium
6025,663,340,9,19,1,70,1,136,Medium
6026,595,323,9,28,5,77,1,170,Medium
6027,578,357,5,12,1,73,1,102,Medium
6028,646,629,14,18,1,55,1,136,Medium
6029,527,357,20,21,4,83,1,85,Medium
6030,544,340,21,23,1,83,1,85,Medium
6031,527,357,13,16,5,84,1,85,Medium
6032,1105,1105,3,5,6,2050,2,17,Medium
6033,1071,816,6,6,2,86,3,102,Medium
6034,663,646,3,12,1,35,1,170,Medium
6035,561,289,6,22,1,90,1,136,Medium
6036,629,323,20,21,1,56,1,136,Medium
6037,442,238,22,30,1,75,1,85,Medium
6038,629,629,8,29,1,71,1,136,Medium
6039,527,357,3,15,5,88,1,85,Medium
6040,578,578,1,16,1,77,3,102,Medium
6041,544,323,3,14,1,79,1,102,Medium
6042,595,306,7,11,2,117,1,119,Medium
6043,663,323,3,11,1,63,1,136,Medium
6044,867,510,9,26,1,65,2,136,Medium
6045,544,323,15,28,1,83,1,102,Medium
6046,544,289,4,4,5,79,1,170,Medium
6047,714,714,29,29,1,36,1,17,Medium
6048,561,323,11,18,1,79,1,102,Medium
6049,714,459,3,3,1,86,2,136,Medium
6050,833,459,6,28,2,118,2,136,Medium
6051,425,221,4,23,2,85,1,85,Medium
6052,629,323,22,22,1,70,2,136,Medium
6053,765,442,1,12,1,81,2,102,Medium
6054,2329,1513,10,11,4,37,2,714,Medium
6055,697,442,3,28,1,86,2,85,Medium
6056,663,374,4,10,5,82,2,102,Medium
6057,663,408,22,22,2,85,2,102,Medium
6058,697,306,17,26,1,43,1,170,Medium
6059,714,442,3,18,1,88,2,85,Medium
6060,680,680,1,15,1,2050,1,0,Medium
6061,850,510,4,13,1,54,2,136,Medium
6062,799,510,3,3,1,81,2,102,Medium
6063,510,272,19,20,2,79,1,85,Medium
6064,1071,561,11,24,1,41,2,204,Medium
6065,646,340,9,9,1,60,1,136,Medium
6066,918,544,3,7,1,62,2,153,Medium
6067,629,323,17,23,1,62,1,119,Medium
6068,731,493,12,30,2,89,2,85,Medium
6069,544,357,7,27,5,84,1,85,Medium
6070,731,357,22,24,1,72,1,136,Medium
6071,1309,1309,13,28,1,2050,3,17,Medium
6072,748,459,3,6,2,83,2,85,Medium
6073,1071,1071,4,8,1,35,2,17,Medium
6074,646,629,9,10,1,87,2,119,Medium
6075,629,374,10,16,5,84,2,119,Medium
6076,765,510,1,9,1,68,2,102,Medium
6077,646,340,19,19,1,48,1,136,Medium
6078,867,510,22,24,1,38,2,153,Medium
6079,697,340,5,25,1,56,1,136,Medium
6080,731,476,7,10,2,90,2,85,Medium
6081,986,578,6,26,1,56,2,170,Medium
6082,663,323,2,6,1,63,1,136,Medium
6083,544,306,6,20,1,71,1,102,Medium
6084,799,510,18,20,1,82,2,102,Medium
6085,1275,782,3,29,1,54,3,170,Medium
6086,663,391,6,10,5,78,2,102,Medium
6087,867,527,16,23,1,75,2,153,Medium
6088,578,306,18,30,1,79,1,153,Medium
6089,1071,527,16,20,1,34,2,1071,Medium
6090,901,510,15,26,1,75,2,136,Medium
6091,646,391,2,5,2,85,2,85,Medium
6092,629,306,1,12,5,67,1,153,Medium
6093,1105,1071,11,11,1,36,2,17,Medium
6094,1088,561,9,12,2,35,2,340,Medium
6095,697,697,21,26,1,36,1,17,Medium
6096,680,391,16,16,5,78,2,102,Medium
6097,1020,561,6,9,1,42,2,187,Medium
6098,765,476,16,20,1,84,2,85,Medium
6099,646,340,7,9,1,71,1,136,Medium
6100,680,680,14,28,1,34,1,17,Medium
6101,612,340,7,24,5,83,1,170,Medium
6102,867,510,11,27,1,57,2,136,Medium
6103,986,714,6,26,1,77,3,102,Medium
6104,765,493,10,29,1,80,2,102,Medium
6105,680,680,4,8,1,2050,1,17,Medium
6106,969,697,4,17,2,76,3,85,Medium
6107,612,323,6,10,5,81,1,170,Medium
6108,680,425,9,24,1,82,2,102,Medium
6109,1088,578,7,9,1,37,2,204,Medium
6110,1003,986,1,17,1,35,2,17,Medium
6111,612,374,7,7,5,89,2,119,Medium
6112,1105,1105,7,14,1,2050,2,17,Medium
6113,1326,1326,26,26,1,34,3,17,Medium
6114,527,323,16,25,2,89,1,85,Medium
6115,646,323,12,27,1,75,1,153,Medium
6116,646,323,5,22,1,45,1,119,Medium
6117,663,340,12,21,1,52,1,136,Medium
6118,544,306,9,12,1,80,1,102,Medium
6119,1054,17,3,14,1,36,2,17,Medium
6120,884,629,14,22,1,82,3,102,Medium
6121,663,340,3,30,1,48,1,170,Medium
6122,680,340,10,11,1,58,1,136,Medium
6123,663,374,9,15,5,78,2,102,Medium
6124,697,442,23,25,1,86,2,85,Medium
6125,901,510,3,10,1,61,2,136,Medium
6126,952,629,6,7,1,88,3,85,Medium
6127,646,323,6,9,1,52,1,136,Medium
6128,629,323,2,4,1,40,1,153,Medium
6129,748,459,19,20,2,91,2,85,Medium
6130,1343,1292,15,15,1,35,1,17,Medium
6131,629,323,3,8,1,61,1,119,Medium
6132,935,935,8,17,4,34,2,0,Medium
6133,561,306,6,11,1,73,1,153,Medium
6134,697,357,17,27,1,67,1,136,Medium
6135,510,289,10,23,5,89,1,102,Medium
6136,680,340,9,9,2,82,1,136,Medium
6137,731,493,2,24,2,89,2,85,Medium
6138,1292,646,9,10,1,34,3,17,Medium
6139,1003,986,4,23,1,36,1,17,Medium
6140,510,306,7,12,2,90,1,85,Medium
6141,544,306,2,12,2,64,1,102,Medium
6142,1190,1190,7,9,1,36,2,17,Medium
6143,646,323,5,12,1,56,1,136,Medium
6144,493,255,21,21,1,78,1,102,Medium
6145,1020,714,13,16,1,82,3,102,Medium
6146,646,323,22,23,1,69,1,136,Medium
6147,459,306,3,10,2,89,1,68,Medium
6148,1020,17,8,16,1,2049,2,17,Medium
6149,1071,1071,25,25,1,35,2,1071,Medium
6150,527,357,8,11,5,84,1,85,Medium
6151,612,323,1,4,1,2049,1,119,Medium
6152,816,816,20,22,1,36,1,17,Medium
6153,646,323,4,24,1,51,1,170,Medium
6154,697,340,22,23,1,66,1,136,Medium
6155,731,731,7,9,1,35,1,170,Medium
6156,510,306,5,8,2,85,1,85,Medium
6157,1377,1377,19,22,1,2050,3,0,Medium
6158,952,629,1,7,5,91,3,102,Medium
6159,697,340,8,10,1,65,1,136,Medium
6160,1173,1173,25,27,1,36,2,17,Medium
